Work (J),Volume (m^3)
-902.8230228965397,0.14784784784784785
-905.7086714293413,0.14804804804804805
-908.5888621042415,0.14824824824824825
-911.4636125937578,0.14844844844844846
-914.3329404894505,0.14864864864864866
-917.1968633024014,0.14884884884884886
-920.05539846369,0.14904904904904906
-922.9085633248662,0.14924924924924926
-925.7563751584187,0.14944944944944946
-928.5988511582408,0.14964964964964966
-931.4360084400926,0.14984984984984986
-934.2678640420597,0.15005005005005007
-937.0944349250094,0.15025025025025027
-939.9157379730419,0.15045045045045047
-942.7317899939404,0.15065065065065067
-945.5426077196164,0.15085085085085087
-948.3482078065522,0.15105105105105107
-951.148606836241,0.15125125125125127
-953.9438213156225,0.15145145145145147
-956.7338676775166,0.15165165165165168
-959.5187622810533,0.15185185185185188
-962.2985214121001,0.15205205205205208
-965.0731612836848,0.15225225225225225
-967.84269803642,0.15245245245245248
-970.6071477389153,0.15265265265265265
-973.3665263881987,0.15285285285285288
-976.1208499101238,0.15305305305305306
-978.8701341597828,0.15325325325325329
-981.6143949219093,0.15345345345345346
-984.3536479112853,0.15365365365365366
-987.0879087731396,0.15385385385385386
-989.8171930835459,0.15405405405405406
-992.5415163498188,0.15425425425425426
-995.2608940109054,0.15445445445445447
-997.975341437775,0.15465465465465467
-1000.6848739338055,0.15485485485485487
-1003.3895067351691,0.15505505505505507
-1006.0892550112115,0.15525525525525527
-1008.7841338648325,0.15545545545545547
-1011.4741583328612,0.15565565565565567
-1014.1593433864302,0.15585585585585587
-1016.8397039313461,0.15605605605605607
-1019.5152548084582,0.15625625625625628
-1022.1860107940242,0.15645645645645648
-1024.8519866000738,0.15665665665665668
-1027.5131968747685,0.15685685685685688
-1030.169656202762,0.15705705705705708
-1032.8213791055541,0.15725725725725728
-1035.468380041845,0.15745745745745748
-1038.1106734078858,0.15765765765765766
-1040.7482735378294,0.1578578578578579
-1043.3811947040717,0.15805805805805806
-1046.009451117602,0.1582582582582583
-1048.633056928338,0.15845845845845846
-1051.252026225471,0.1586586586586587
-1053.8663730377968,0.15885885885885886
-1056.4761113340564,0.15905905905905907
-1059.0812550232636,0.15925925925925927
-1061.6818179550364,0.15945945945945947
-1064.2778139199263,0.15965965965965967
-1066.8692566497423,0.15985985985985987
-1069.4561598178745,0.16006006006006007
-1072.038537039616,0.16026026026026027
-1074.616401872481,0.16046046046046047
-1077.1897678165228,0.16066066066066068
-1079.7586483146479,0.16086086086086088
-1082.3230567529283,0.16106106106106108
-1084.8830064609135,0.16126126126126128
-1087.4385107119376,0.16146146146146148
-1089.9895827234257,0.16166166166166168
-1092.536235657199,0.16186186186186188
-1095.0784826197782,0.16206206206206208
-1097.6163366626802,0.16226226226226229
-1100.1498107827201,0.1624624624624625
-1102.6789179223065,0.16266266266266266
-1105.2036709697359,0.1628628628628629
-1107.7240827594826,0.16306306306306306
-1110.2401660724945,0.1632632632632633
-1112.7519336364753,0.16346346346346347
-1115.2593981261778,0.1636636636636637
-1117.7625721636823,0.16386386386386387
-1120.261468318685,0.1640640640640641
-1122.7560991087744,0.16426426426426427
-1125.2464769997148,0.1644644644644645
-1127.732614405719,0.16466466466466467
-1130.2145236897288,0.1648648648648649
-1132.6922171636838,0.16506506506506508
-1135.165707088798,0.16526526526526528
-1137.635005675826,0.16546546546546548
-1140.1001250853346,0.16566566566566568
-1142.5610774279662,0.16586586586586588
-1145.017874764707,0.16606606606606608
-1147.4705291071477,0.16626626626626628
-1149.9190524177466,0.16646646646646648
-1152.3634566100877,0.16666666666666669
-1154.8037535491412,0.1668668668668669
-1157.2399550515167,0.1670670670670671
-1159.6720728857213,0.1672672672672673
-1162.1001187724107,0.1674674674674675
-1164.5241043846409,0.1676676676676677
-1166.9440413481186,0.1678678678678679
-1169.3599412414487,0.16806806806806807
-1171.7718155963828,0.1682682682682683
-1174.1796758980606,0.16846846846846847
-1176.583533585259,0.1686686686686687
-1178.9834000506266,0.16886886886886887
-1181.3792866409328,0.1690690690690691
-1183.7712046572983,0.16926926926926927
-1186.1591653554392,0.1694694694694695
-1188.5431799458975,0.16966966966966968
-1190.92325959428,0.1698698698698699
-1193.299415421487,0.17007007007007008
-1195.6716585039483,0.1702702702702703
-1198.039999873847,0.17047047047047048
-1200.4044505193538,0.17067067067067068
-1202.765021384851,0.17087087087087088
-1205.1217233711584,0.17107107107107108
-1207.4745673357577,0.17127127127127129
-1209.8235640930152,0.1714714714714715
-1212.1687244144027,0.1716716716716717
-1214.5100590287188,0.1718718718718719
-1216.847578622305,0.1720720720720721
-1219.1812938392654,0.1722722722722723
-1221.5112152816805,0.1724724724724725
-1223.8373535098235,0.1726726726726727
-1226.1597190423718,0.1728728728728729
-1228.4783223566192,0.1730730730730731
-1230.7931738886869,0.1732732732732733
-1233.1042840337325,0.17347347347347347
-1235.4116631461584,0.1736736736736737
-1237.715321539815,0.17387387387387387
-1240.0152694882117,0.1740740740740741
-1242.3115172247155,0.17427427427427428
-1244.6040749427577,0.1744744744744745
-1246.8929527960318,0.17467467467467468
-1249.1781608986976,0.1748748748748749
-1251.4597093255761,0.17507507507507508
-1253.7376081123518,0.1752752752752753
-1256.0118672557642,0.17547547547547548
-1258.2824967138079,0.1756756756756757
-1260.5495064059228,0.1758758758758759
-1262.8129062131911,0.17607607607607612
-1265.0727059785233,0.1762762762762763
-1267.3289155068555,0.1764764764764765
-1269.5815445653348,0.1766766766766767
-1271.8306028835063,0.1768768768768769
-1274.0761001535047,0.1770770770770771
-1276.318046030237,0.1772772772772773
-1278.556450131567,0.1774774774774775
-1280.7913220385017,0.1776776776776777
-1283.0226712953718,0.1778778778778779
-1285.250507410013,0.1780780780780781
-1287.4748398539477,0.1782782782782783
-1289.6956780625642,0.1784784784784785
-1291.9130314352933,0.1786786786786787
-1294.1269093357866,0.1788788788788789
-1296.3373210920934,0.1790790790790791
-1298.5442759968337,0.17927927927927928
-1300.747783307374,0.1794794794794795
-1302.9478522459985,0.17967967967967968
-1305.1444920000831,0.1798798798798799
-1307.3377117222633,0.18008008008008008
-1309.5275205306073,0.18028028028028031
-1311.7139275087814,0.1804804804804805
-1313.8969417062212,0.18068068068068072
-1316.0765721382954,0.1808808808808809
-1318.2528277864737,0.18108108108108112
-1320.4257175984897,0.1812812812812813
-1322.595250488507,0.18148148148148152
-1324.7614353372796,0.1816816816816817
-1326.9242809923153,0.1818818818818819
-1329.0837962680366,0.1820820820820821
-1331.2399899459394,0.1822822822822823
-1333.3928707747534,0.1824824824824825
-1335.5424474705997,0.1826826826826827
-1337.688728717147,0.1828828828828829
-1339.8317231657688,0.1830830830830831
-1341.9714394356995,0.1832832832832833
-1344.1078861141862,0.1834834834834835
-1346.2410717566447,0.1836836836836837
-1348.3710048868102,0.1838838838838839
-1350.4976939968901,0.1840840840840841
-1352.6211475477144,0.1842842842842843
-1354.7413739688857,0.1844844844844845
-1356.858381658927,0.18468468468468469
-1358.9721789854332,0.18488488488488491
-1361.0827742852125,0.1850850850850851
-1363.19017586444,0.18528528528528532
-1365.2943919987965,0.1854854854854855
-1367.3954309336184,0.18568568568568572
-1369.4933008840376,0.1858858858858859
-1371.5880100351285,0.18608608608608612
-1373.6795665420454,0.1862862862862863
-1375.7679785301693,0.18648648648648652
-1377.8532540952424,0.1866866866866867
-1379.9354013035145,0.18688688688688693
-1382.0144281918751,0.1870870870870871
-1384.0903427679978,0.1872872872872873
-1386.1631530104723,0.1874874874874875
-1388.2328668689456,0.1876876876876877
-1390.2994922642533,0.1878878878878879
-1392.3630370885585,0.1880880880880881
-1394.423509205483,0.1882882882882883
-1396.480916450243,0.1884884884884885
-1398.5352666297797,0.1886886886886887
-1400.5865675228931,0.1888888888888889
-1402.6348268803717,0.1890890890890891
-1404.6800524251237,0.18928928928928931
-1406.7222518523063,0.18948948948948952
-1408.7614328294549,0.18968968968968972
-1410.7976029966107,0.18988988988988992
-1412.8307699664492,0.1900900900900901
-1414.8609413244058,0.19029029029029032
-1416.8881246288015,0.1904904904904905
-1418.9123274109713,0.19069069069069072
-1420.9335571753834,0.1908908908908909
-1422.951821399769,0.19109109109109113
-1424.9671275352396,0.1912912912912913
-1426.9794830064156,0.19149149149149153
-1428.9888952115425,0.1916916916916917
-1430.995371522616,0.19189189189189193
-1432.9989192854994,0.1920920920920921
-1434.9995458200465,0.19229229229229233
-1436.9972584202173,0.1924924924924925
-1438.9920643542,0.19269269269269274
-1440.983970864524,0.1928928928928929
-1442.9729851681832,0.1930930930930931
-1444.9591144567466,0.1932932932932933
-1446.942365896477,0.1934934934934935
-1448.9227466284465,0.1936936936936937
-1450.9002637686485,0.19389389389389391
-1452.8749244081146,0.19409409409409412
-1454.8467356130259,0.19429429429429432
-1456.815704424826,0.19449449449449452
-1458.7818378603324,0.19469469469469472
-1460.7451429118496,0.19489489489489492
-1462.705626547278,0.19509509509509512
-1464.663295710224,0.19529529529529532
-1466.6181573201115,0.19549549549549552
-1468.5702182722887,0.19569569569569573
-1470.5194854381366,0.1958958958958959
-1472.4659656651793,0.19609609609609613
-1474.4096657771859,0.1962962962962963
-1476.3505925742832,0.19649649649649653
-1478.2887528330557,0.1966966966966967
-1480.2241533066572,0.19689689689689693
-1482.1568007249084,0.1970970970970971
-1484.086701794408,0.19729729729729734
-1486.013863198631,0.1974974974974975
-1487.9382915980361,0.19769769769769774
-1489.8599936301634,0.1978978978978979
-1491.7789759097413,0.19809809809809814
-1493.6952450287838,0.19829829829829831
-1495.6088075566945,0.19849849849849852
-1497.5196700403649,0.19869869869869872
-1499.4278390042737,0.19889889889889892
-1501.3333209505886,0.19909909909909912
-1503.236122359262,0.19929929929929932
-1505.136249688131,0.19949949949949952
-1507.0337093730145,0.19969969969969972
-1508.9285078278099,0.19989989989989992
-1510.8206514445897,0.20010010010010013
-1512.710146593698,0.20030030030030033
-1514.5969996238455,0.20050050050050053
-1516.4812168622052,0.20070070070070073
-1518.3628046145054,0.20090090090090093
-1520.2417691651253,0.20110110110110113
-1522.1181167771874,0.2013013013013013
-1523.9918536926516,0.20150150150150153
-1525.8629861324048,0.2017017017017017
-1527.7315202963578,0.20190190190190194
-1529.597462363531,0.2021021021021021
-1531.4608184921503,0.20230230230230234
-1533.3215948197344,0.2025025025025025
-1535.179797463187,0.20270270270270274
-1537.0354325188837,0.20290290290290292
-1538.8885060627645,0.20310310310310314
-1540.7390241504186,0.20330330330330332
-1542.586992817176,0.20350350350350355
-1544.4324180781928,0.20370370370370372
-1546.2753059285392,0.20390390390390392
-1548.1156623432862,0.20410410410410412
-1549.9534932775919,0.20430430430430432
-1551.7888046667867,0.20450450450450453
-1553.62160242646,0.20470470470470473
-1555.4518924525435,0.20490490490490493
-1557.2796806213964,0.20510510510510513
-1559.10497278989,0.20530530530530533
-1560.9277747954902,0.20550550550550553
-1562.7480924563413,0.20570570570570573
-1564.5659315713476,0.20590590590590593
-1566.3812979202576,0.20610610610610614
-1568.1941972637444,0.20630630630630634
-1570.0046353434873,0.20650650650650654
-1571.8126178822522,0.2067067067067067
-1573.6181505839747,0.20690690690690694
-1575.4212391338358,0.2071071071071071
-1577.2218891983468,0.20730730730730734
-1579.0201064254234,0.20750750750750752
-1580.8158964444692,0.20770770770770774
-1582.6092648664505,0.20790790790790792
-1584.4002172839773,0.20810810810810815
-1586.188759271378,0.20830830830830832
-1587.9748963847805,0.20850850850850855
-1589.7586341621836,0.20870870870870872
-1591.5399781235399,0.20890890890890895
-1593.3189337708263,0.20910910910910913
-1595.095506588123,0.20930930930930935
-1596.8697020416873,0.20950950950950953
-1598.6415255800296,0.20970970970970973
-1600.4109826339864,0.20990990990990993
-1602.1780786167953,0.21011011011011013
-1603.942818924169,0.21031031031031033
-1605.7052089343683,0.21051051051051053
-1607.4652540082748,0.21071071071071074
-1609.2229594894643,0.21091091091091094
-1610.9783307042776,0.21111111111111114
-1612.7313729618945,0.21131131131131134
-1614.4820915544028,0.21151151151151154
-1616.230491756872,0.21171171171171174
-1617.9765788274217,0.21191191191191194
-1619.7203580072937,0.21211211211211214
-1621.4618345209215,0.21231231231231235
-1623.2010135759992,0.21251251251251252
-1624.9379003635527,0.21271271271271275
-1626.6725000580063,0.21291291291291292
-1628.4048178172538,0.21311311311311315
-1630.1348587827242,0.21331331331331332
-1631.8626280794533,0.21351351351351355
-1633.5881308161456,0.21371371371371373
-1635.3113720852484,0.21391391391391396
-1637.0323569630127,0.21411411411411413
-1638.7510905095646,0.21431431431431436
-1640.4675777689665,0.21451451451451453
-1642.1818237692892,0.21471471471471476
-1643.8938335226712,0.21491491491491493
-1645.6036120253884,0.21511511511511514
-1647.311164257917,0.21531531531531534
-1649.0164951849988,0.21551551551551554
-1650.7196097557048,0.21571571571571574
-1652.4205129034997,0.21591591591591594
-1654.1192095463061,0.21611611611611614
-1655.8157045865657,0.21631631631631634
-1657.510002911305,0.21651651651651654
-1659.2021093921965,0.21671671671671675
-1660.8920288856204,0.21691691691691695
-1662.5797662327286,0.21711711711711715
-1664.2653262595047,0.21731731731731735
-1665.9487137768265,0.21751751751751755
-1667.6299335805259,0.21771771771771775
-1669.3089904514513,0.21791791791791792
-1670.9858891555284,0.21811811811811815
-1672.6606344438171,0.21831831831831833
-1674.3332310525757,0.21851851851851856
-1676.0036837033172,0.21871871871871873
-1677.6719971028717,0.21891891891891896
-1679.338175943442,0.21911911911911913
-1681.0022249026656,0.21931931931931936
-1682.6641486436704,0.21951951951951953
-1684.3239518151363,0.21971971971971976
-1685.9816390513483,0.21991991991991994
-1687.6372149722592,0.22012012012012017
-1689.2906841835427,0.22032032032032034
-1690.9420512766537,0.22052052052052054
-1692.5913208288825,0.22072072072072074
-1694.2384974034137,0.22092092092092094
-1695.8835855493799,0.22112112112112114
-1697.5265898019195,0.22132132132132135
-1699.1675146822322,0.22152152152152155
-1700.8063646976327,0.22172172172172175
-1702.4431443416088,0.22192192192192195
-1704.0778580938727,0.22212212212212215
-1705.7105104204188,0.22232232232232235
-1707.3411057735761,0.22252252252252255
-1708.969648592063,0.22272272272272275
-1710.5961433010405,0.22292292292292296
-1712.220594312167,0.22312312312312316
-1713.8430060236487,0.22332332332332333
-1715.4633828202984,0.22352352352352356
-1717.08172907358,0.22372372372372373
-1718.6980491416693,0.22392392392392396
-1720.3123473694995,0.22412412412412414
-1721.924628088819,0.22432432432432436
-1723.5348956182374,0.22452452452452454
-1725.143154263283,0.22472472472472477
-1726.7494083164477,0.22492492492492494
-1728.353662057244,0.22512512512512514
-1729.9559197522517,0.22532532532532534
-1731.5561856551703,0.22552552552552554
-1733.1544640068687,0.22572572572572575
-1734.7507590354353,0.22592592592592595
-1736.3450749562269,0.22612612612612615
-1737.937415971921,0.22632632632632635
-1739.5277862725613,0.22652652652652655
-1741.1161900356103,0.22672672672672675
-1742.7026314259963,0.22692692692692695
-1744.2871145961617,0.22712712712712715
-1745.8696436861123,0.22732732732732736
-1747.4502228234658,0.22752752752752756
-1749.0288561234986,0.22772772772772776
-1750.6055476891943,0.22792792792792796
-1752.1803016112908,0.22812812812812816
-1753.7531219683278,0.22832832832832836
-1755.3240128266934,0.22852852852852856
-1756.8929782406713,0.22872872872872876
-1758.4600222524882,0.22892892892892897
-1760.0251488923582,0.22912912912912917
-1761.5883621785306,0.22932932932932937
-1763.1496661173348,0.22952952952952957
-1764.7090647032269,0.22972972972972977
-1766.2665619188351,0.22992992992992997
-1767.8221617350039,0.23013013013013017
-1769.3758681108397,0.23033033033033035
-1770.9276849937573,0.23053053053053055
-1772.4776163195224,0.23073073073073075
-1774.0256660122964,0.23093093093093095
-1775.5718379846821,0.23113113113113115
-1777.1161361377654,0.23133133133133135
-1778.658564361161,0.23153153153153155
-1780.1991265330555,0.23173173173173175
-1781.737826520251,0.23193193193193196
-1783.274668178207,0.23213213213213216
-1784.8096553510863,0.23233233233233236
-1786.342791871794,0.23253253253253256
-1787.8740815620229,0.23273273273273276
-1789.4035282322952,0.23293293293293296
-1790.9311356820049,0.23313313313313316
-1792.4569076994587,0.23333333333333336
-1793.98084806192,0.23353353353353357
-1795.5029605356472,0.23373373373373377
-1797.0232488759389,0.23393393393393397
-1798.5417168271726,0.23413413413413417
-1800.0583681228475,0.23433433433433437
-1801.573206485623,0.23453453453453457
-1803.0862356273612,0.23473473473473477
-1804.5974592491684,0.23493493493493497
-1806.1068810414322,0.23513513513513518
-1807.6145046838642,0.23533533533533538
-1809.120333845539,0.23553553553553558
-1810.6243721849348,0.23573573573573578
-1812.1266233499716,0.23593593593593595
-1813.6270909780521,0.23613613613613615
-1815.1257786960982,0.23633633633633636
-1816.6226901205948,0.23653653653653656
-1818.1178288576239,0.23673673673673676
-1819.6111985029052,0.23693693693693696
-1821.1028026418348,0.23713713713713716
-1822.592644849525,0.23733733733733736
-1824.0807286908378,0.23753753753753756
-1825.5670577204278,0.23773773773773776
-1827.051635482778,0.23793793793793797
-1828.5344655122367,0.23813813813813817
-1830.0155513330565,0.23833833833833837
-1831.4948964594303,0.23853853853853857
-1832.9725043955293,0.23873873873873877
-1834.4483786355395,0.23893893893893897
-1835.9225226636988,0.23913913913913917
-1837.394939954333,0.23933933933933937
-1838.8656339718934,0.23953953953953958
-1840.3346081709913,0.23973973973973978
-1841.8018659964368,0.23993993993993998
-1843.2674108832719,0.24014014014014018
-1844.7312462568077,0.24034034034034038
-1846.1933755326609,0.24054054054054058
-1847.6538021167871,0.24074074074074078
-1849.1125294055187,0.24094094094094098
-1850.569560785597,0.24114114114114119
-1852.0248996342107,0.24134134134134136
-1853.478549319028,0.24154154154154156
-1854.930513198232,0.24174174174174176
-1856.3807946205566,0.24194194194194196
-1857.8293969253186,0.24214214214214216
-1859.276323442454,0.24234234234234237
-1860.7215774925517,0.24254254254254257
-1862.165162386885,0.24274274274274277
-1863.607081427449,0.24294294294294297
-1865.0473379069922,0.24314314314314317
-1866.4859351090506,0.24334334334334337
-1867.9228763079798,0.24354354354354357
-1869.35816476899,0.24374374374374377
-1870.791803748178,0.24394394394394397
-1872.2237964925605,0.24414414414414418
-1873.6541462401055,0.24434434434434438
-1875.0828562197682,0.24454454454454458
-1876.5099296515186,0.24474474474474478
-1877.9353697463785,0.24494494494494498
-1879.359179706451,0.24514514514514518
-1880.7813627249532,0.24534534534534538
-1882.2019219862475,0.24554554554554558
-1883.6208606658747,0.24574574574574579
-1885.0381819305849,0.245945945945946
-1886.4538889383682,0.2461461461461462
-1887.8679848384872,0.2463463463463464
-1889.2804727715077,0.2465465465465466
-1890.691355869329,0.2467467467467468
-1892.1006372552165,0.24694694694694697
-1893.5083200438316,0.24714714714714717
-1894.9144073412617,0.24734734734734737
-1896.3189022450517,0.24754754754754757
-1897.7218078442336,0.24774774774774777
-1899.123127219358,0.24794794794794797
-1900.522863442522,0.24814814814814817
-1901.9210195774026,0.24834834834834837
-1903.317598679282,0.24854854854854858
-1904.712603795082,0.24874874874874878
-1906.1060379633905,0.24894894894894898
-1907.4979042144919,0.24914914914914918
-1908.8882055703962,0.24934934934934938
-1910.2769450448698,0.24954954954954958
-1911.6641256434614,0.24974974974974978
-1913.0497503635338,0.24994994994994998
-1914.4338221942924,0.2501501501501502
-1915.816344116811,0.25035035035035036
-1917.197319104066,0.2505505505505506
-1918.5767501209586,0.2507507507507508
-1919.9546401243472,0.250950950950951
