Temperature (K),Hard Sphere B2 (Å^3/mol),Square Well B2 (Å^3/mol),Lennard Jones B2 (Å^3/mol)
165.86586586586586,4.938475327929691e+25,-6.980451744296998e+25,-6.4399442742835385e+25
166.56656656656656,4.938475327929691e+25,-6.910846084619085e+25,-6.386553260617157e+25
167.26726726726727,4.938475327929691e+25,-6.842025594166021e+25,-6.333704602879975e+25
167.96796796796798,4.938475327929691e+25,-6.773977350283046e+25,-6.2813902114609575e+25
168.66866866866866,4.938475327929691e+25,-6.706688707471219e+25,-6.229602156107325e+25
169.36936936936937,4.938475327929691e+25,-6.6401472901011005e+25,-6.1783326620310545e+25
170.07007007007007,4.938475327929691e+25,-6.574340985352424e+25,-6.127574106128716e+25
170.77077077077075,4.938475327929691e+25,-6.509257936371657e+25,-6.0773190133108075e+25
171.4714714714715,4.938475327929691e+25,-6.444886535639773e+25,-6.0275600529368325e+25
172.17217217217217,4.938475327929691e+25,-6.38121541854278e+25,-5.978290035352774e+25
172.87287287287288,4.938475327929691e+25,-6.318233457137853e+25,-5.929501908527329e+25
173.57357357357358,4.938475327929691e+25,-6.255929754108351e+25,-5.881188754783844e+25
174.27427427427426,4.938475327929691e+25,-6.1942936369009655e+25,-5.833343787624652e+25
174.97497497497497,4.938475327929691e+25,-6.133314652038848e+25,-5.785960348644892e+25
175.67567567567568,4.938475327929691e+25,-6.0729825596045515e+25,-5.73903190453281e+25
176.37637637637636,4.938475327929691e+25,-6.013287327887001e+25,-5.692552044153768e+25
177.0770770770771,4.938475327929691e+25,-5.954219128186841e+25,-5.64651447571525e+25
177.77777777777777,4.938475327929691e+25,-5.895768329774856e+25,-5.600913024010293e+25
178.47847847847848,4.938475327929691e+25,-5.837925494998148e+25,-5.555741627736734e+25
179.1791791791792,4.938475327929691e+25,-5.780681374529245e+25,-5.510994336889989e+25
179.87987987987987,4.938475327929691e+25,-5.7240269027532096e+25,-5.466665310226891e+25
180.58058058058057,4.938475327929691e+25,-5.667953193288193e+25,-5.422748812798454e+25
181.28128128128128,4.938475327929691e+25,-5.612451534635024e+25,-5.3792392135493155e+25
181.98198198198196,4.938475327929691e+25,-5.557513385951484e+25,-5.336130982981856e+25
182.6826826826827,4.938475327929691e+25,-5.503130372947217e+25,-5.293418690882822e+25
183.38338338338338,4.938475327929691e+25,-5.4492942838953e+25,-5.251097004110716e+25
184.08408408408408,4.938475327929691e+25,-5.395997065756622e+25,-5.2091606844418775e+25
184.7847847847848,4.938475327929691e+25,-5.343230820413492e+25,-5.167604586473626e+25
185.48548548548547,4.938475327929691e+25,-5.290987801008795e+25,-5.126423655582549e+25
186.18618618618618,4.938475327929691e+25,-5.23926040838743e+25,-5.085612925936378e+25
186.88688688688688,4.938475327929691e+25,-5.188041187636666e+25,-5.045167518557767e+25
187.58758758758756,4.938475327929691e+25,-5.137322824722264e+25,-5.0050826394383985e+25
188.2882882882883,4.938475327929691e+25,-5.087098143217309e+25,-4.965353577701941e+25
188.98898898898898,4.938475327929691e+25,-5.037360101120869e+25,-4.925975703814329e+25
189.6896896896897,4.938475327929691e+25,-4.988101787763516e+25,-4.886944467840028e+25
190.3903903903904,4.938475327929691e+25,-4.93931642079713e+25,-4.848255397742824e+25
191.09109109109107,4.938475327929691e+25,-4.890997343266237e+25,-4.809904097729915e+25
191.7917917917918,4.938475327929691e+25,-4.843138020758358e+25,-4.771886246637952e+25
192.4924924924925,4.938475327929691e+25,-4.7957320386309876e+25,-4.7341975963598424e+25
193.1931931931932,4.938475327929691e+25,-4.748773099312689e+25,-4.696833970311074e+25
193.8938938938939,4.938475327929691e+25,-4.702255019676173e+25,-4.659791261934463e+25
194.59459459459458,4.938475327929691e+25,-4.6561717284810725e+25,-4.623065433242204e+25
195.2952952952953,4.938475327929691e+25,-4.6105172638842645e+25,-4.586652513394049e+25
195.995995995996,4.938475327929691e+25,-4.56528577101576e+25,-4.550548597310749e+25
196.69669669669668,4.938475327929691e+25,-4.520471499618084e+25,-4.5147498443215595e+25
197.3973973973974,4.938475327929691e+25,-4.476068801747317e+25,-4.479252476844994e+25
198.0980980980981,4.938475327929691e+25,-4.432072129533888e+25,-4.444052779101762e+25
198.7987987987988,4.938475327929691e+25,-4.388476033001316e+25,-4.409147095859047e+25
199.4994994994995,4.938475327929691e+25,-4.345275157941246e+25,-4.374531831205232e+25
200.2002002002002,4.938475327929691e+25,-4.302464243843035e+25,-4.340203447354182e+25
200.9009009009009,4.938475327929691e+25,-4.260038121876297e+25,-4.306158463478293e+25
201.6016016016016,4.938475327929691e+25,-4.217991712924875e+25,-4.2723934545695004e+25
202.30230230230228,4.938475327929691e+25,-4.17632002567067e+25,-4.238905050327429e+25
203.00300300300302,4.938475327929691e+25,-4.13501815472593e+25,-4.205689934074002e+25
203.7037037037037,4.938475327929691e+25,-4.094081278812569e+25,-4.172744841693721e+25
204.4044044044044,4.938475327929691e+25,-4.053504658987096e+25,-4.140066560598934e+25
205.1051051051051,4.938475327929691e+25,-4.013283636909965e+25,-4.107651928719417e+25
205.8058058058058,4.938475327929691e+25,-3.9734136331579e+25,-4.075497833515599e+25
206.5065065065065,4.938475327929691e+25,-3.933890145578122e+25,-4.043601211014763e+25
207.2072072072072,4.938475327929691e+25,-3.894708747683154e+25,-4.01195904486965e+25
207.90790790790788,4.938475327929691e+25,-3.8558650870851597e+25,-3.980568365438843e+25
208.60860860860862,4.938475327929691e+25,-3.817354883968569e+25,-3.949426248888304e+25
209.3093093093093,4.938475327929691e+25,-3.779173929600065e+25,-3.918529816313593e+25
210.01001001001,4.938475327929691e+25,-3.741318084874714e+25,-3.887876232882086e+25
210.7107107107107,4.938475327929691e+25,-3.70378327889737e+25,-3.8574627069948073e+25
211.4114114114114,4.938475327929691e+25,-3.6665655075982648e+25,-3.8272864894672554e+25
212.1121121121121,4.938475327929691e+25,-3.6296608323819052e+25,-3.7973448727287427e+25
212.8128128128128,4.938475327929691e+25,-3.593065378808299e+25,-3.7676351900397787e+25
213.51351351351352,4.938475327929691e+25,-3.5567753353056777e+25,-3.7381548147270478e+25
214.21421421421422,4.938475327929691e+25,-3.52078695191376e+25,-3.708901159435462e+25
214.9149149149149,4.938475327929691e+25,-3.485096539056828e+25,-3.679871675396892e+25
215.6156156156156,4.938475327929691e+25,-3.449700466345706e+25,-3.6510638517151097e+25
216.31631631631632,4.938475327929691e+25,-3.4145951614079334e+25,-3.6224752146666007e+25
217.017017017017,4.938475327929691e+25,-3.379777108745287e+25,-3.5941033270167303e+25
217.71771771771773,4.938475327929691e+25,-3.3452428486180026e+25,-3.5659457873509474e+25
218.4184184184184,4.938475327929691e+25,-3.310988975954908e+25,-3.538000229420625e+25
219.11911911911912,4.938475327929691e+25,-3.2770121392887932e+25,-3.510264321503161e+25
219.81981981981983,4.938475327929691e+25,-3.24330903971637e+25,-3.4827357657759475e+25
220.5205205205205,4.938475327929691e+25,-3.209876429882136e+25,-3.4554122977039682e+25
221.2212212212212,4.938475327929691e+25,-3.1767111129854857e+25,-3.4282916854404933e+25
221.92192192192192,4.938475327929691e+25,-3.143809941810554e+25,-3.4013717292407556e+25
222.6226226226226,4.938475327929691e+25,-3.1111698177780647e+25,-3.3746502608881237e+25
223.32332332332334,4.938475327929691e+25,-3.0787876900186765e+25,-3.3481251431325354e+25
224.02402402402402,4.938475327929691e+25,-3.04666055446731e+25,-3.321794269140894e+25
224.72472472472472,4.938475327929691e+25,-3.014785452977763e+25,-3.295655561959063e+25
225.42542542542543,4.938475327929691e+25,-2.983159472457266e+25,-3.2697069739852744e+25
226.1261261261261,4.938475327929691e+25,-2.951779744020336e+25,-3.2439464864545747e+25
226.82682682682682,4.938475327929691e+25,-2.9206434421614373e+25,-3.218372108934124e+25
227.52752752752752,4.938475327929691e+25,-2.8897477839460796e+25,-3.192981878829002e+25
228.22822822822823,4.938475327929691e+25,-2.8590900282197248e+25,-3.1677738608983195e+25
228.9289289289289,4.938475327929691e+25,-2.8286674748341714e+25,-3.1427461467814103e+25
229.62962962962962,4.938475327929691e+25,-2.7984774638908865e+25,-3.1178968545337507e+25
230.33033033033033,4.938475327929691e+25,-2.7685173750009344e+25,-3.0932241281725094e+25
231.03103103103103,4.938475327929691e+25,-2.738784626561012e+25,-3.0687261372313973e+25
231.7317317317317,4.938475327929691e+25,-2.709276675045234e+25,-3.044401076324663e+25
232.43243243243242,4.938475327929691e+25,-2.679991014312238e+25,-3.020247164719946e+25
233.13313313313313,4.938475327929691e+25,-2.6509251749272536e+25,-2.996262645919825e+25
233.83383383383384,4.938475327929691e+25,-2.6220767234987667e+25,-2.972445787251905e+25
234.53453453453454,4.938475327929691e+25,-2.5934432620293615e+25,-2.9487948794670944e+25
235.23523523523522,4.938475327929691e+25,-2.5650224272804784e+25,-2.925308236346028e+25
235.93593593593593,4.938475327929691e+25,-2.5368118901506644e+25,-2.9019841943133854e+25
236.63663663663664,4.938475327929691e+25,-2.5088093550670178e+25,-2.8788211120599053e+25
237.33733733733735,4.938475327929691e+25,-2.481012559389537e+25,-2.8558173701719234e+25
238.03803803803802,4.938475327929691e+25,-2.453419272827962e+25,-2.832971370768337e+25
238.73873873873873,4.938475327929691e+25,-2.426027296870938e+25,-2.810281537144657e+25
239.43943943943944,4.938475327929691e+25,-2.398834464227065e+25,-2.7877463134241817e+25
240.14014014014015,4.938475327929691e+25,-2.371838638277663e+25,-2.7653641642159793e+25
240.84084084084083,4.938475327929691e+25,-2.3450377125408848e+25,-2.743133574279588e+25
241.54154154154153,4.938475327929691e+25,-2.318429610146958e+25,-2.721053048196284e+25
242.24224224224224,4.938475327929691e+25,-2.2920122833242593e+25,-2.699121110046739e+25
242.94294294294295,4.938475327929691e+25,-2.265783712895982e+25,-2.6773363030949625e+25
243.64364364364363,4.938475327929691e+25,-2.239741907787134e+25,-2.6556971894783165e+25
244.34434434434434,4.938475327929691e+25,-2.213884904541604e+25,-2.6342023499035644e+25
245.04504504504504,4.938475327929691e+25,-2.188210766849115e+25,-2.612850383348755e+25
245.74574574574575,4.938475327929691e+25,-2.1627175850817654e+25,-2.5916399067707856e+25
246.44644644644643,4.938475327929691e+25,-2.13740347583997e+25,-2.5705695548186084e+25
247.14714714714714,4.938475327929691e+25,-2.1122665815075687e+25,-2.5496379795518628e+25
247.84784784784785,4.938475327929691e+25,-2.087305069815901e+25,-2.5288438501648673e+25
248.54854854854855,4.938475327929691e+25,-2.0625171334166327e+25,-2.5081858527158564e+25
249.24924924924923,4.938475327929691e+25,-2.03790098946311e+25,-2.4876626898612942e+25
249.94994994994994,4.938475327929691e+25,-2.013454879200078e+25,-2.4672730805951932e+25
250.65065065065065,4.938475327929691e+25,-1.98917706756156e+25,-2.4470157599933743e+25
251.35135135135135,4.938475327929691e+25,-1.9650658427766857e+25,-2.4268894789624177e+25
252.05205205205203,4.938475327929691e+25,-1.9411195159833274e+25,-2.4068930039934025e+25
252.75275275275274,4.938475327929691e+25,-1.917336420849332e+25,-2.3870251169201108e+25
253.45345345345345,4.938475327929691e+25,-1.893714913201195e+25,-2.3672846146818196e+25
254.15415415415416,4.938475327929691e+25,-1.8702533706600004e+25,-2.347670309090398e+25
254.85485485485484,4.938475327929691e+25,-1.8469501922844568e+25,-2.3281810266017246e+25
255.55555555555554,4.938475327929691e+25,-1.8238037982208935e+25,-2.3088156080913104e+25
256.2562562562563,4.938475327929691e+25,-1.8008126293600163e+25,-2.289572908633996e+25
256.95695695695696,4.938475327929691e+25,-1.7779751470003315e+25,-2.270451797287715e+25
257.65765765765764,4.938475327929691e+25,-1.75528983251802e+25,-2.2514511568811484e+25
258.3583583583584,4.938475327929691e+25,-1.7327551870431864e+25,-2.232569883805254e+25
259.05905905905905,4.938475327929691e+25,-1.7103697311422815e+25,-2.2138068878085833e+25
259.75975975975973,4.938475327929691e+25,-1.6881320045066085e+25,-2.195161091796237e+25
260.46046046046047,4.938475327929691e+25,-1.666040565646757e+25,-2.1766314316324987e+25
261.16116116116115,4.938475327929691e+25,-1.6440939915928148e+25,-2.1582168559469496e+25
261.8618618618618,4.938475327929691e+25,-1.6222908776002883e+25,-2.1399163259440868e+25
262.56256256256256,4.938475327929691e+25,-1.6006298368615303e+25,-2.121728815216317e+25
263.2632632632633,4.938475327929691e+25,-1.5791095002226402e+25,-2.1036533095603026e+25
263.9639639639639,4.938475327929691e+25,-1.5577285159056312e+25,-2.085688806796489e+25
264.66466466466466,4.938475327929691e+25,-1.536485549235808e+25,-2.0678343165919094e+25
265.3653653653654,4.938475327929691e+25,-1.5153792823742445e+25,-2.050088860286048e+25
266.06606606606607,4.938475327929691e+25,-1.494408414055208e+25,-2.0324514707198e+25
266.76676676676675,4.938475327929691e+25,-1.4735716593284493e+25,-2.014921192067376e+25
267.4674674674675,4.938475327929691e+25,-1.4528677493062771e+25,-1.9974970796712086e+25
268.16816816816817,4.938475327929691e+25,-1.432295430915276e+25,-1.980178199879679e+25
268.86886886886884,4.938475327929691e+25,-1.4118534666525802e+25,-1.962963629887688e+25
269.5695695695696,4.938475327929691e+25,-1.3915406343466096e+25,-1.9458524575799697e+25
270.27027027027026,4.938475327929691e+25,-1.3713557269222133e+25,-1.9288437813771398e+25
270.97097097097094,4.938475327929691e+25,-1.351297552170021e+25,-1.9119367100843533e+25
271.6716716716717,4.938475327929691e+25,-1.3313649325200425e+25,-1.8951303627425822e+25
272.37237237237235,4.938475327929691e+25,-1.3115567048193373e+25,-1.8784238684824387e+25
273.07307307307303,4.938475327929691e+25,-1.2918717201136934e+25,-1.8618163663804928e+25
273.77377377377377,4.938475327929691e+25,-1.2723088434332571e+25,-1.8453070053180367e+25
274.4744744744745,4.938475327929691e+25,-1.2528669535819926e+25,-1.8288949438422121e+25
275.1751751751751,4.938475327929691e+25,-1.2335449429309136e+25,-1.8125793500295694e+25
275.87587587587586,4.938475327929691e+25,-1.2143417172149844e+25,-1.7963594013518216e+25
276.5765765765766,4.938475327929691e+25,-1.1952561953337013e+25,-1.78023428454395e+25
277.2772772772773,4.938475327929691e+25,-1.1762873091551154e+25,-1.7642031954744656e+25
277.97797797797796,4.938475327929691e+25,-1.157434003323403e+25,-1.748265339017876e+25
278.6786786786787,4.938475327929691e+25,-1.1386952350697978e+25,-1.7324199289292547e+25
279.3793793793794,4.938475327929691e+25,-1.1200699740268437e+25,-1.7166661877209147e+25
280.08008008008005,4.938475327929691e+25,-1.1015572020459246e+25,-1.7010033465411377e+25
280.7807807807808,4.938475327929691e+25,-1.083155913017955e+25,-1.6854306450548551e+25
281.48148148148147,4.938475327929691e+25,-1.0648651126972636e+25,-1.6699473313264045e+25
282.18218218218215,4.938475327929691e+25,-1.046683818528454e+25,-1.65455266170408e+25
282.8828828828829,4.938475327929691e+25,-1.028611059476334e+25,-1.6392459007067139e+25
283.5835835835836,4.938475327929691e+25,-1.0106458758587657e+25,-1.6240263209120005e+25
284.28428428428424,4.938475327929691e+25,-9.927873191824036e+24,-1.608893202846747e+25
284.984984984985,4.938475327929691e+25,-9.750344519812385e+24,-1.5938458348787858e+25
285.6856856856857,4.938475327929691e+25,-9.573863476579426e+24,-1.5788835131107898e+25
286.3863863863864,4.938475327929691e+25,-9.398420903279224e+24,-1.5640055412756818e+25
287.08708708708707,4.938475327929691e+25,-9.224007746660001e+24,-1.5492112306338192e+25
287.7877877877878,4.938475327929691e+25,-9.050615057557542e+24,-1.5344998998717652e+25
288.4884884884885,4.938475327929691e+25,-8.878233989413803e+24,-1.5198708750027411e+25
289.18918918918916,4.938475327929691e+25,-8.706855796820747e+24,-1.5053234892686584e+25
289.8898898898899,4.938475327929691e+25,-8.536471834088653e+24,-1.4908570830437026e+25
290.5905905905906,4.938475327929691e+25,-8.367073553838844e+24,-1.4764710037394713e+25
291.29129129129126,4.938475327929691e+25,-8.198652505619394e+24,-1.4621646057115947e+25
291.991991991992,4.938475327929691e+25,-8.031200334544753e+24,-1.4479372501678755e+25
292.6926926926927,4.938475327929691e+25,-7.864708779957639e+24,-1.433788305077853e+25
293.39339339339335,4.938475327929691e+25,-7.69916967411332e+24,-1.4197171450838066e+25
294.0940940940941,4.938475327929691e+25,-7.534574940885673e+24,-1.4057231514131328e+25
294.7947947947948,4.938475327929691e+25,-7.37091659449499e+24,-1.3918057117921592e+25
295.49549549549545,4.938475327929691e+25,-7.208186738256358e+24,-1.3779642203612164e+25
296.1961961961962,4.938475327929691e+25,-7.046377563348904e+24,-1.364198077591126e+25
296.8968968968969,4.938475327929691e+25,-6.885481347605414e+24,-1.350506690200939e+25
297.5975975975976,4.938475327929691e+25,-6.725490454321395e+24,-1.3368894710769432e+25
298.2982982982983,4.938475327929691e+25,-6.566397331084024e+24,-1.3233458391929715e+25
298.998998998999,4.938475327929691e+25,-6.408194508619846e+24,-1.3098752195319043e+25
299.6996996996997,4.938475327929691e+25,-6.250874599661487e+24,-1.2964770430083683e+25
300.4004004004004,4.938475327929691e+25,-6.094430297832549e+24,-1.2831507463926842e+25
301.1011011011011,4.938475327929691e+25,-5.938854376550715e+24,-1.2698957722359121e+25
301.8018018018018,4.938475327929691e+25,-5.784139687948372e+24,-1.2567115687960969e+25
302.50250250250247,4.938475327929691e+25,-5.630279161810666e+24,-1.2435975899655904e+25
303.2032032032032,4.938475327929691e+25,-5.47726580453088e+24,-1.2305532951995353e+25
303.90390390390394,4.938475327929691e+25,-5.325092698081914e+24,-1.2175781494453708e+25
304.60460460460456,4.938475327929691e+25,-5.173752999005008e+24,-1.2046716230734754e+25
305.3053053053053,4.938475327929691e+25,-5.023239937413713e+24,-1.1918331918087821e+25
306.00600600600603,4.938475327929691e+25,-4.873546816014486e+24,-1.1790623366634951e+25
306.7067067067067,4.938475327929691e+25,-4.724667009142238e+24,-1.1663585438707762e+25
307.4074074074074,4.938475327929691e+25,-4.5765939618112776e+24,-1.1537213048194072e+25
308.1081081081081,4.938475327929691e+25,-4.4293211887815005e+24,-1.1411501159895079e+25
308.8088088088088,4.938475327929691e+25,-4.2828422736387565e+24,-1.128644478889108e+25
309.5095095095095,4.938475327929691e+25,-4.1371508678902177e+24,-1.116203899991748e+25
310.2102102102102,4.938475327929691e+25,-3.9922406900733313e+24,-1.1038278906749805e+25
310.9109109109109,4.938475327929691e+25,-3.848105524879169e+24,-1.0915159671597428e+25
311.6116116116116,4.938475327929691e+25,-3.704739222289138e+24,-1.0792676504506787e+25
312.3123123123123,4.938475327929691e+25,-3.562135696725172e+24,-1.0670824662773396e+25
313.013013013013,4.938475327929691e+25,-3.420288926213102e+24,-1.0549599450361827e+25
313.7137137137137,4.938475327929691e+25,-3.279192951559018e+24,-1.0428996217335001e+25
314.4144144144144,4.938475327929691e+25,-3.1388418755381433e+24,-1.0309010359291452e+25
315.11511511511515,4.938475327929691e+25,-2.999229862096454e+24,-1.0189637316810625e+25
315.81581581581577,4.938475327929691e+25,-2.860351135564318e+24,-1.0070872574906911e+25
316.5165165165165,4.938475327929691e+25,-2.7221999798821707e+24,-9.952711662490584e+24
317.21721721721724,4.938475327929691e+25,-2.58477073783822e+24,-9.83515015183761e+24
317.9179179179179,4.938475327929691e+25,-2.448057810317576e+24,-9.718183658066313e+24
318.6186186186186,4.938475327929691e+25,-2.3120556555628245e+24,-9.601807838622151e+24
319.31931931931933,4.938475327929691e+25,-2.176758788445804e+24,-9.486018392769517e+24
320.02002002002,4.938475327929691e+25,-2.0421617797504504e+24,-9.370811061090986e+24
320.7207207207207,4.938475327929691e+25,-1.908259255466361e+24,-9.256181624993703e+24
321.4214214214214,4.938475327929691e+25,-1.775045896093046e+24,-9.142125906222937e+24
322.1221221221221,4.938475327929691e+25,-1.6425164359546233e+24,-9.028639766382371e+24
322.8228228228228,4.938475327929691e+25,-1.5106656625248002e+24,-8.915719106461395e+24
323.5235235235235,4.938475327929691e+25,-1.379488415761751e+24,-8.803359866368799e+24
324.2242242242242,4.938475327929691e+25,-1.2489795874532288e+24,-8.691558024473674e+24
324.9249249249249,4.938475327929691e+25,-1.1191341205711125e+24,-8.580309597151895e+24
325.6256256256256,4.938475327929691e+25,-9.899470086357006e+23,-8.469610638339935e+24
326.32632632632635,4.938475327929691e+25,-8.614132950892646e+23,-8.359457239094214e+24
327.02702702702703,4.938475327929691e+25,-7.335280726790337e+23,-8.249845527157095e+24
327.7277277277277,4.938475327929691e+25,-6.062864828490936e+23,-8.140771666528545e+24
328.42842842842845,4.938475327929691e+25,-4.7968371514133396e+23,-8.032231857044367e+24
329.1291291291291,4.938475327929691e+25,-3.5371500660509265e+23,-7.924222333959495e+24
329.8298298298298,4.938475327929691e+25,-2.2837564121545692e+23,-7.81673936753783e+24
330.53053053053054,4.938475327929691e+25,-1.0366094929999046e+23,-7.709779262647303e+24
331.2312312312312,4.938475327929691e+25,2.0433693025923018e+22,-7.603338358360694e+24
331.9319319319319,4.938475327929691e+25,1.4391286441607376e+23,-7.497413027561877e+24
332.63263263263264,4.938475327929691e+25,2.667810988417089e+23,-7.391999676557661e+24
333.3333333333333,4.938475327929691e+25,3.8904288613250916e+23,-7.287094744694872e+24
334.034034034034,4.938475327929691e+25,5.1070267250922125e+23,-7.182694703982405e+24
334.73473473473473,4.938475327929691e+25,6.317648611091347e+23,-7.078796058718889e+24
335.43543543543547,4.938475327929691e+25,7.522338125035977e+23,-6.975395345125215e+24
336.1361361361361,4.938475327929691e+25,8.72113845208321e+23,-6.872489130982027e+24
336.8368368368368,4.938475327929691e+25,9.914092361865125e+23,-6.770074015272139e+24
337.53753753753756,4.938475327929691e+25,1.1101242213445186e+24,-6.668146627827959e+24
338.23823823823824,4.938475327929691e+25,1.2282629960207128e+24,-6.566703628983421e+24
338.9389389389389,4.938475327929691e+25,1.345829715467389e+24,-6.465741709230888e+24
339.63963963963965,4.938475327929691e+25,1.4628284953256644e+24,-6.365257588882364e+24
340.34034034034033,4.938475327929691e+25,1.5792634120938915e+24,-6.265248017735591e+24
341.041041041041,4.938475327929691e+25,1.6951385035893537e+24,-6.165709774744293e+24
341.74174174174175,4.938475327929691e+25,1.8104577694035108e+24,-6.066639667693127e+24
342.4424424424424,4.938475327929691e+25,1.9252251713509027e+24,-5.96803453287667e+24
343.1431431431431,4.938475327929691e+25,2.0394446339116302e+24,-5.869891234782905e+24
343.84384384384384,4.938475327929691e+25,2.1531200446678004e+24,-5.772206665780898e+24
344.5445445445445,4.938475327929691e+25,2.2662552547339e+24,-5.674977745812514e+24
345.2452452452452,4.938475327929691e+25,2.3788540791810423e+24,-5.57820142208804e+24
345.94594594594594,4.938475327929691e+25,2.4909202974554556e+24,-5.481874668786319e+24
346.6466466466467,4.938475327929691e+25,2.6024576537911833e+24,-5.385994486758361e+24
347.34734734734735,4.938475327929691e+25,2.713469857617009e+24,-5.290557903235247e+24
348.04804804804803,4.938475327929691e+25,2.8239605839578634e+24,-5.195561971539152e+24
348.74874874874877,4.938475327929691e+25,2.933933473830662e+24,-5.10100377079916e+24
349.44944944944945,4.938475327929691e+25,3.043392134634709e+24,-5.006880405670034e+24
350.1501501501501,4.938475327929691e+25,3.152340140536762e+24,-4.913189006054683e+24
350.85085085085086,4.938475327929691e+25,3.260781032851e+24,-4.819926726830808e+24
351.55155155155154,4.938475327929691e+25,3.368718320413389e+24,-4.727090747580422e+24
352.2522522522522,4.938475327929691e+25,3.476155479951594e+24,-4.6346782723231624e+24
352.95295295295296,4.938475327929691e+25,3.583095956449223e+24,-4.542686529253266e+24
353.65365365365363,4.938475327929691e+25,3.689543163505596e+24,-4.451112770479344e+24
354.3543543543543,4.938475327929691e+25,3.795500483690546e+24,-4.359954271768215e+24
355.05505505505505,4.938475327929691e+25,3.900971268894226e+24,-4.269208332291355e+24
355.7557557557558,4.938475327929691e+25,4.0059588406725594e+24,-4.1788722743752514e+24
356.45645645645646,4.938475327929691e+25,4.1104664905877893e+24,-4.0889434432540934e+24
357.15715715715714,4.938475327929691e+25,4.2144974805445823e+24,-3.999419206826675e+24
357.8578578578578,4.938475327929691e+25,4.3180550431216584e+24,-3.9102969554154657e+24
358.55855855855856,4.938475327929691e+25,4.4211423818989293e+24,-3.82157410152919e+24
359.25925925925924,4.938475327929691e+25,4.52376267178031e+24,-3.7332480796284817e+24
359.95995995996,4.938475327929691e+25,4.6259190593123196e+24,-3.645316345894021e+24
360.66066066066065,4.938475327929691e+25,4.727614662998325e+24,-3.5577763779982687e+24
361.36136136136133,4.938475327929691e+25,4.8288525736088085e+24,-3.470625674879549e+24
362.06206206206207,4.938475327929691e+25,4.929635854487411e+24,-3.383861756519178e+24
362.76276276276275,4.938475327929691e+25,5.029967541852893e+24,-3.29748216372119e+24
363.4634634634634,4.938475327929691e+25,5.12985064509742e+24,-3.2114844578954325e+24
364.16416416416416,4.938475327929691e+25,5.229288147080525e+24,-3.125866220842319e+24
364.86486486486484,4.938475327929691e+25,5.328283004419615e+24,-3.040625054541416e+24
365.5655655655656,4.938475327929691e+25,5.42683814777647e+24,-2.955758580941717e+24
366.26626626626626,4.938475327929691e+25,5.524956482139998e+24,-2.871264441755112e+24
366.96696696696694,4.938475327929691e+25,5.622640887105472e+24,-2.787140298252038e+24
367.6676676676677,4.938475327929691e+25,5.719894217150058e+24,-2.703383831059964e+24
368.36836836836835,4.938475327929691e+25,5.816719301904662e+24,-2.6199927399642755e+24
369.0690690690691,4.938475327929691e+25,5.913118946422531e+24,-2.536964743711296e+24
369.76976976976977,4.938475327929691e+25,6.009095931444147e+24,-2.4542975798142724e+24
370.47047047047045,4.938475327929691e+25,6.104653013658828e+24,-2.3719890043611592e+24
371.1711711711712,4.938475327929691e+25,6.199792925963042e+24,-2.2900367918252938e+24
371.87187187187186,4.938475327929691e+25,6.294518377715207e+24,-2.2084387348780326e+24
372.57257257257254,4.938475327929691e+25,6.388832054987486e+24,-2.1271926442037755e+24
373.2732732732733,4.938475327929691e+25,6.482736620814077e+24,-2.0462963483170484e+24
373.97397397397395,4.938475327929691e+25,6.576234715436762e+24,-1.9657476933823527e+24
374.6746746746747,4.938475327929691e+25,6.669328956546857e+24,-1.8855445430355416e+24
375.37537537537537,4.938475327929691e+25,6.762021939524397e+24,-1.8056847782076907e+24
376.07607607607605,4.938475327929691e+25,6.854316237674367e+24,-1.7261662969511464e+24
376.7767767767768,4.938475327929691e+25,6.94621440245963e+24,-1.6469870142674227e+24
377.47747747747746,4.938475327929691e+25,7.037718963731172e+24,-1.5681448619374768e+24
378.17817817817814,4.938475327929691e+25,7.128832429955431e+24,-1.4896377883536053e+24
378.8788788788789,4.938475327929691e+25,7.219557288438686e+24,-1.4114637583537872e+24
379.57957957957956,4.938475327929691e+25,7.309896005548652e+24,-1.3336207530578423e+24
380.2802802802803,4.938475327929691e+25,7.399851026933443e+24,-1.2561067697052933e+24
380.980980980981,4.938475327929691e+25,7.489424777737658e+24,-1.1789198214955916e+24
381.68168168168165,4.938475327929691e+25,7.578619662815682e+24,-1.1020579374298715e+24
382.3823823823824,4.938475327929691e+25,7.667438066942738e+24,-1.025519162154855e+24
383.08308308308307,4.938475327929691e+25,7.755882355022876e+24,-9.493015558083716e+23
383.78378378378375,4.938475327929691e+25,7.843954872294581e+24,-8.734031938667501e+23
384.4844844844845,4.938475327929691e+25,7.931657944533971e+24,-7.978221669942857e+23
385.18518518518516,4.938475327929691e+25,8.018993878255267e+24,-7.225565808940568e+23
385.8858858858859,4.938475327929691e+25,8.10596496090885e+24,-6.476045561606859e+23
386.5865865865866,4.938475327929691e+25,8.192573461077085e+24,-5.729642281350334e+23
387.28728728728726,4.938475327929691e+25,8.278821628667433e+24,-4.9863374675998936e+23
387.987987987988,4.938475327929691e+25,8.364711695103496e+24,-4.2461127643873905e+23
388.68868868868867,4.938475327929691e+25,8.450245873513505e+24,-3.508949958941621e+23
389.38938938938935,4.938475327929691e+25,8.535426358916684e+24,-2.7748309802970136e+23
